filename,char,codepoint_hex,codepoint_dec
U+5D5B.png,嵛,U+5D5B,23899
U+5D5D.png,嵝,U+5D5D,23901
U+5D69.png,嵩,U+5D69,23913
U+5D6B.png,嵫,U+5D6B,23915
U+5D6C.png,嵬,U+5D6C,23916
U+5D6F.png,嵯,U+5D6F,23919
U+5D74.png,嵴,U+5D74,23924
U+5D82.png,嶂,U+5D82,23938
U+5D99.png,嶙,U+5D99,23961
U+5D9D.png,嶝,U+5D9D,23965
U+5DB7.png,嶷,U+5DB7,23991
U+5DC5.png,巅,U+5DC5,24005
U+5DCD.png,巍,U+5DCD,24013
U+5DDB.png,巛,U+5DDB,24027
U+5DDD.png,川,U+5DDD,24029
U+5DDE.png,州,U+5DDE,24030
U+5DE1.png,巡,U+5DE1,24033
U+5DE2.png,巢,U+5DE2,24034
U+5DE5.png,工,U+5DE5,24037
U+5DE6.png,左,U+5DE6,24038
U+5DE7.png,巧,U+5DE7,24039
U+5DE8.png,巨,U+5DE8,24040
U+5DE9.png,巩,U+5DE9,24041
U+5DEB.png,巫,U+5DEB,24043
U+5DEE.png,差,U+5DEE,24046
U+5DEF.png,巯,U+5DEF,24047
U+5DF1.png,己,U+5DF1,24049
U+5DF2.png,已,U+5DF2,24050
U+5DF3.png,巳,U+5DF3,24051
U+5DF4.png,巴,U+5DF4,24052
U+5DF7.png,巷,U+5DF7,24055
U+5DFD.png,巽,U+5DFD,24061
U+5DFE.png,巾,U+5DFE,24062
U+5E01.png,币,U+5E01,24065
U+5E02.png,市,U+5E02,24066
U+5E03.png,布,U+5E03,24067
U+5E05.png,帅,U+5E05,24069
U+5E06.png,帆,U+5E06,24070
U+5E08.png,师,U+5E08,24072
U+5E0C.png,希,U+5E0C,24076
U+5E0F.png,帏,U+5E0F,24079
U+5E10.png,帐,U+5E10,24080
U+5E11.png,帑,U+5E11,24081
U+5E14.png,帔,U+5E14,24084
U+5E15.png,帕,U+5E15,24085
U+5E16.png,帖,U+5E16,24086
U+5E18.png,帘,U+5E18,24088
U+5E19.png,帙,U+5E19,24089
U+5E1A.png,帚,U+5E1A,24090
U+5E1B.png,帛,U+5E1B,24091
U+5E1C.png,帜,U+5E1C,24092
U+5E1D.png,帝,U+5E1D,24093
U+5E26.png,带,U+5E26,24102
U+5E27.png,帧,U+5E27,24103
U+5E2D.png,席,U+5E2D,24109
U+5E2E.png,帮,U+5E2E,24110
U+5E31.png,帱,U+5E31,24113
U+5E37.png,帷,U+5E37,24119
U+5E38.png,常,U+5E38,24120
U+5E3B.png,帻,U+5E3B,24123
U+5E3C.png,帼,U+5E3C,24124
U+5E3D.png,帽,U+5E3D,24125
U+5E42.png,幂,U+5E42,24130
U+5E44.png,幄,U+5E44,24132
U+5E45.png,幅,U+5E45,24133
U+5E4C.png,幌,U+5E4C,24140
U+5E54.png,幔,U+5E54,24148
U+5E55.png,幕,U+5E55,24149
U+5E5B.png,幛,U+5E5B,24155
U+5E5E.png,幞,U+5E5E,24158
U+5E61.png,幡,U+5E61,24161
U+5E62.png,幢,U+5E62,24162
U+5E72.png,干,U+5E72,24178
U+5E73.png,平,U+5E73,24179
U+5E74.png,年,U+5E74,24180
U+5E76.png,并,U+5E76,24182
U+5E78.png,幸,U+5E78,24184
U+5E7A.png,幺,U+5E7A,24186
U+5E7B.png,幻,U+5E7B,24187
U+5E7C.png,幼,U+5E7C,24188
U+5E7D.png,幽,U+5E7D,24189
U+5E7F.png,广,U+5E7F,24191
U+5E80.png,庀,U+5E80,24192
U+5E84.png,庄,U+5E84,24196
U+5E86.png,庆,U+5E86,24198
U+5E87.png,庇,U+5E87,24199
U+5E8A.png,床,U+5E8A,24202
U+5E8B.png,庋,U+5E8B,24203
U+5E8F.png,序,U+5E8F,24207
U+5E90.png,庐,U+5E90,24208
U+5E91.png,庑,U+5E91,24209
U+5E93.png,库,U+5E93,24211
U+5E94.png,应,U+5E94,24212
U+5E95.png,底,U+5E95,24213
U+5E96.png,庖,U+5E96,24214
U+5E97.png,店,U+5E97,24215
U+5E99.png,庙,U+5E99,24217
U+5E9A.png,庚,U+5E9A,24218
U+5E9C.png,府,U+5E9C,24220
U+5E9E.png,庞,U+5E9E,24222
U+5E9F.png,废,U+5E9F,24223
U+5EA0.png,庠,U+5EA0,24224
U+5EA5.png,庥,U+5EA5,24229
U+5EA6.png,度,U+5EA6,24230
U+5EA7.png,座,U+5EA7,24231
U+5EAD.png,庭,U+5EAD,24237
U+5EB3.png,庳,U+5EB3,24243
U+5EB5.png,庵,U+5EB5,24245
U+5EB6.png,庶,U+5EB6,24246
U+5EB7.png,康,U+5EB7,24247
U+5EB8.png,庸,U+5EB8,24248
U+5EB9.png,庹,U+5EB9,24249
U+5EBE.png,庾,U+5EBE,24254
U+5EC9.png,廉,U+5EC9,24265
U+5ECA.png,廊,U+5ECA,24266
U+5ED1.png,廑,U+5ED1,24273
U+5ED2.png,廒,U+5ED2,24274
U+5ED3.png,廓,U+5ED3,24275
U+5ED6.png,廖,U+5ED6,24278
U+5EDB.png,廛,U+5EDB,24283
U+5EE8.png,廨,U+5EE8,24296
U+5EEA.png,廪,U+5EEA,24298
U+5EF4.png,廴,U+5EF4,24308
U+5EF6.png,延,U+5EF6,24310
U+5EF7.png,廷,U+5EF7,24311
U+5EFA.png,建,U+5EFA,24314
U+5EFE.png,廾,U+5EFE,24318
U+5EFF.png,廿,U+5EFF,24319
U+5F00.png,开,U+5F00,24320
U+5F01.png,弁,U+5F01,24321
U+5F02.png,异,U+5F02,24322
U+5F03.png,弃,U+5F03,24323
U+5F04.png,弄,U+5F04,24324
U+5F08.png,弈,U+5F08,24328
U+5F0A.png,弊,U+5F0A,24330
U+5F0B.png,弋,U+5F0B,24331
U+5F0F.png,式,U+5F0F,24335
U+5F11.png,弑,U+5F11,24337
U+5F13.png,弓,U+5F13,24339
U+5F15.png,引,U+5F15,24341
U+5F17.png,弗,U+5F17,24343
U+5F18.png,弘,U+5F18,24344
U+5F1B.png,弛,U+5F1B,24347
U+5F1F.png,弟,U+5F1F,24351
U+5F20.png,张,U+5F20,24352
U+5F25.png,弥,U+5F25,24357
U+5F26.png,弦,U+5F26,24358
U+5F27.png,弧,U+5F27,24359
U+5F29.png,弩,U+5F29,24361
U+5F2A.png,弪,U+5F2A,24362
U+5F2D.png,弭,U+5F2D,24365
U+5F2F.png,弯,U+5F2F,24367
U+5F31.png,弱,U+5F31,24369
U+5F39.png,弹,U+5F39,24377
U+5F3A.png,强,U+5F3A,24378
U+5F3C.png,弼,U+5F3C,24380
U+5F40.png,彀,U+5F40,24384
U+5F50.png,彐,U+5F50,24400
U+5F52.png,归,U+5F52,24402
U+5F53.png,当,U+5F53,24403
U+5F55.png,录,U+5F55,24405
U+5F56.png,彖,U+5F56,24406
U+5F57.png,彗,U+5F57,24407
U+5F58.png,彘,U+5F58,24408
U+5F5D.png,彝,U+5F5D,24413
U+5F61.png,彡,U+5F61,24417
U+5F62.png,形,U+5F62,24418
U+5F64.png,彤,U+5F64,24420
U+5F66.png,彦,U+5F66,24422
U+5F69.png,彩,U+5F69,24425
U+5F6A.png,彪,U+5F6A,24426
U+5F6C.png,彬,U+5F6C,24428
U+5F6D.png,彭,U+5F6D,24429
U+5F70.png,彰,U+5F70,24432
U+5F71.png,影,U+5F71,24433
U+5F73.png,彳,U+5F73,24435
U+5F77.png,彷,U+5F77,24439
U+5F79.png,役,U+5F79,24441
U+5F7B.png,彻,U+5F7B,24443
U+5F7C.png,彼,U+5F7C,24444
U+5F80.png,往,U+5F80,24448
U+5F81.png,征,U+5F81,24449
U+5F82.png,徂,U+5F82,24450
U+5F84.png,径,U+5F84,24452
U+5F85.png,待,U+5F85,24453
U+5F87.png,徇,U+5F87,24455
U+5F88.png,很,U+5F88,24456
U+5F89.png,徉,U+5F89,24457
U+5F8A.png,徊,U+5F8A,24458
U+5F8B.png,律,U+5F8B,24459
U+5F8C.png,後,U+5F8C,24460
U+5F90.png,徐,U+5F90,24464
U+5F92.png,徒,U+5F92,24466
U+5F95.png,徕,U+5F95,24469
U+5F97.png,得,U+5F97,24471
U+5F98.png,徘,U+5F98,24472
U+5F99.png,徙,U+5F99,24473
U+5F9C.png,徜,U+5F9C,24476
U+5FA1.png,御,U+5FA1,24481
U+5FA8.png,徨,U+5FA8,24488
U+5FAA.png,循,U+5FAA,24490
U+5FAD.png,徭,U+5FAD,24493
U+5FAE.png,微,U+5FAE,24494
U+5FB5.png,徵,U+5FB5,24501
U+5FB7.png,德,U+5FB7,24503
U+5FBC.png,徼,U+5FBC,24508
U+5FBD.png,徽,U+5FBD,24509
U+5FC3.png,心,U+5FC3,24515
U+5FC4.png,忄,U+5FC4,24516
U+5FC5.png,必,U+5FC5,24517
U+5FC6.png,忆,U+5FC6,24518
U+5FC9.png,忉,U+5FC9,24521
U+5FCC.png,忌,U+5FCC,24524
U+5FCD.png,忍,U+5FCD,24525
U+5FCF.png,忏,U+5FCF,24527
U+5FD0.png,忐,U+5FD0,24528
U+5FD1.png,忑,U+5FD1,24529
U+5FD2.png,忒,U+5FD2,24530
U+5FD6.png,忖,U+5FD6,24534
U+5FD7.png,志,U+5FD7,24535
U+5FD8.png,忘,U+5FD8,24536
U+5FD9.png,忙,U+5FD9,24537
U+5FDD.png,忝,U+5FDD,24541
U+5FE0.png,忠,U+5FE0,24544
U+5FE1.png,忡,U+5FE1,24545
U+5FE4.png,忤,U+5FE4,24548
U+5FE7.png,忧,U+5FE7,24551
U+5FEA.png,忪,U+5FEA,24554
U+5FEB.png,快,U+5FEB,24555
U+5FED.png,忭,U+5FED,24557
U+5FEE.png,忮,U+5FEE,24558
U+5FF1.png,忱,U+5FF1,24561
U+5FF5.png,念,U+5FF5,24565
U+5FF8.png,忸,U+5FF8,24568
U+5FFB.png,忻,U+5FFB,24571
U+5FFD.png,忽,U+5FFD,24573
U+5FFE.png,忾,U+5FFE,24574
U+5FFF.png,忿,U+5FFF,24575
U+6000.png,怀,U+6000,24576
U+6001.png,态,U+6001,24577
U+6002.png,怂,U+6002,24578
U+6003.png,怃,U+6003,24579
U+6004.png,怄,U+6004,24580
U+6005.png,怅,U+6005,24581
U+6006.png,怆,U+6006,24582
U+600A.png,怊,U+600A,24586
U+600D.png,怍,U+600D,24589
U+600E.png,怎,U+600E,24590
U+600F.png,怏,U+600F,24591
U+6012.png,怒,U+6012,24594
U+6014.png,怔,U+6014,24596
U+6015.png,怕,U+6015,24597
U+6016.png,怖,U+6016,24598
U+6019.png,怙,U+6019,24601
U+601B.png,怛,U+601B,24603
U+601C.png,怜,U+601C,24604
U+601D.png,思,U+601D,24605
U+6020.png,怠,U+6020,24608
U+6021.png,怡,U+6021,24609
U+6025.png,急,U+6025,24613
U+6026.png,怦,U+6026,24614
U+6027.png,性,U+6027,24615
U+6028.png,怨,U+6028,24616
U+6029.png,怩,U+6029,24617
U+602A.png,怪,U+602A,24618
U+602B.png,怫,U+602B,24619
U+602F.png,怯,U+602F,24623
U+6035.png,怵,U+6035,24629
U+603B.png,总,U+603B,24635
U+603C.png,怼,U+603C,24636
U+603F.png,怿,U+603F,24639
U+6041.png,恁,U+6041,24641
U+6042.png,恂,U+6042,24642
U+6043.png,恃,U+6043,24643
U+604B.png,恋,U+604B,24651
U+604D.png,恍,U+604D,24653
U+6050.png,恐,U+6050,24656
U+6052.png,恒,U+6052,24658
U+6055.png,恕,U+6055,24661
U+6059.png,恙,U+6059,24665
U+605A.png,恚,U+605A,24666
U+605D.png,恝,U+605D,24669
U+6062.png,恢,U+6062,24674
U+6063.png,恣,U+6063,24675
U+6064.png,恤,U+6064,24676
U+6067.png,恧,U+6067,24679
U+6068.png,恨,U+6068,24680
U+6069.png,恩,U+6069,24681
U+606A.png,恪,U+606A,24682
U+606B.png,恫,U+606B,24683
U+606C.png,恬,U+606C,24684
U+606D.png,恭,U+606D,24685
U+606F.png,息,U+606F,24687
U+6070.png,恰,U+6070,24688
U+6073.png,恳,U+6073,24691
U+6076.png,恶,U+6076,24694
U+6078.png,恸,U+6078,24696
U+6079.png,恹,U+6079,24697
U+607A.png,恺,U+607A,24698
U+607B.png,恻,U+607B,24699
U+607C.png,恼,U+607C,24700
U+607D.png,恽,U+607D,24701
U+607F.png,恿,U+607F,24703
U+6083.png,悃,U+6083,24707
U+6084.png,悄,U+6084,24708
U+6089.png,悉,U+6089,24713
U+608C.png,悌,U+608C,24716
U+608D.png,悍,U+608D,24717
U+6092.png,悒,U+6092,24722
U+6094.png,悔,U+6094,24724
U+6096.png,悖,U+6096,24726
U+609A.png,悚,U+609A,24730
U+609B.png,悛,U+609B,24731
U+609D.png,悝,U+609D,24733
U+609F.png,悟,U+609F,24735
U+60A0.png,悠,U+60A0,24736
U+60A3.png,患,U+60A3,24739
U+60A6.png,悦,U+60A6,24742
U+60A8.png,您,U+60A8,24744
U+60AB.png,悫,U+60AB,24747
U+60AC.png,悬,U+60AC,24748
U+60AD.png,悭,U+60AD,24749
U+60AF.png,悯,U+60AF,24751
U+60B1.png,悱,U+60B1,24753
U+60B2.png,悲,U+60B2,24754
U+60B4.png,悴,U+60B4,24756
U+60B8.png,悸,U+60B8,24760
U+60BB.png,悻,U+60BB,24763
U+60BC.png,悼,U+60BC,24764
U+60C5.png,情,U+60C5,24773
U+60C6.png,惆,U+60C6,24774
U+60CA.png,惊,U+60CA,24778
U+60CB.png,惋,U+60CB,24779
U+60D1.png,惑,U+60D1,24785
U+60D5.png,惕,U+60D5,24789
U+60D8.png,惘,U+60D8,24792
U+60DA.png,惚,U+60DA,24794
U+60DC.png,惜,U+60DC,24796
U+60DD.png,惝,U+60DD,24797
U+60DF.png,惟,U+60DF,24799
U+60E0.png,惠,U+60E0,24800
U+60E6.png,惦,U+60E6,24806
U+60E7.png,惧,U+60E7,24807
U+60E8.png,惨,U+60E8,24808
U+60E9.png,惩,U+60E9,24809
U+60EB.png,惫,U+60EB,24811
U+60EC.png,惬,U+60EC,24812
U+60ED.png,惭,U+60ED,24813
U+60EE.png,惮,U+60EE,24814
U+60EF.png,惯,U+60EF,24815
U+60F0.png,惰,U+60F0,24816
U+60F3.png,想,U+60F3,24819
U+60F4.png,惴,U+60F4,24820
U+60F6.png,惶,U+60F6,24822
U+60F9.png,惹,U+60F9,24825
U+60FA.png,惺,U+60FA,24826
U+6100.png,愀,U+6100,24832
U+6101.png,愁,U+6101,24833
U+6106.png,愆,U+6106,24838
U+6108.png,愈,U+6108,24840
U+6109.png,愉,U+6109,24841
U+610D.png,愍,U+610D,24845
U+610E.png,愎,U+610E,24846
U+610F.png,意,U+610F,24847
U+6115.png,愕,U+6115,24853
U+611A.png,愚,U+611A,24858
U+611F.png,感,U+611F,24863
U+6120.png,愠,U+6120,24864
U+6123.png,愣,U+6123,24867
U+6124.png,愤,U+6124,24868
U+6126.png,愦,U+6126,24870
U+6127.png,愧,U+6127,24871
U+612B.png,愫,U+612B,24875
U+613F.png,愿,U+613F,24895
U+6148.png,慈,U+6148,24904
U+614A.png,慊,U+614A,24906
U+614C.png,慌,U+614C,24908
U+614E.png,慎,U+614E,24910
U+6151.png,慑,U+6151,24913
U+6155.png,慕,U+6155,24917
U+615D.png,慝,U+615D,24925
U+6162.png,慢,U+6162,24930
U+6167.png,慧,U+6167,24935
U+6168.png,慨,U+6168,24936
U+6170.png,慰,U+6170,24944
U+6175.png,慵,U+6175,24949
U+6177.png,慷,U+6177,24951
U+618B.png,憋,U+618B,24971
U+618E.png,憎,U+618E,24974
U+6194.png,憔,U+6194,24980
U+619D.png,憝,U+619D,24989
U+61A7.png,憧,U+61A7,24999
U+61A8.png,憨,U+61A8,25000
U+61A9.png,憩,U+61A9,25001
U+61AC.png,憬,U+61AC,25004
U+61B7.png,憷,U+61B7,25015
U+61BE.png,憾,U+61BE,25022
U+61C2.png,懂,U+61C2,25026
U+61C8.png,懈,U+61C8,25032
U+61CA.png,懊,U+61CA,25034
U+61CB.png,懋,U+61CB,25035
U+61D1.png,懑,U+61D1,25041
U+61D2.png,懒,U+61D2,25042
U+61D4.png,懔,U+61D4,25044
U+61E6.png,懦,U+61E6,25062
U+61F5.png,懵,U+61F5,25077
U+61FF.png,懿,U+61FF,25087
U+6206.png,戆,U+6206,25094
U+6208.png,戈,U+6208,25096
U+620A.png,戊,U+620A,25098
U+620B.png,戋,U+620B,25099
U+620C.png,戌,U+620C,25100
U+620D.png,戍,U+620D,25101
U+620E.png,戎,U+620E,25102
U+620F.png,戏,U+620F,25103
U+6210.png,成,U+6210,25104
U+6211.png,我,U+6211,25105
U+6212.png,戒,U+6212,25106
U+6215.png,戕,U+6215,25109
U+6216.png,或,U+6216,25110
U+6217.png,戗,U+6217,25111
U+6218.png,战,U+6218,25112
U+621A.png,戚,U+621A,25114
U+621B.png,戛,U+621B,25115
U+621F.png,戟,U+621F,25119
U+6221.png,戡,U+6221,25121
U+6222.png,戢,U+6222,25122
U+6224.png,戤,U+6224,25124
U+6225.png,戥,U+6225,25125
U+622A.png,截,U+622A,25130
U+622C.png,戬,U+622C,25132
U+622E.png,戮,U+622E,25134
U+6233.png,戳,U+6233,25139
U+6234.png,戴,U+6234,25140
U+6237.png,户,U+6237,25143
U+623D.png,戽,U+623D,25149
U+623E.png,戾,U+623E,25150
U+623F.png,房,U+623F,25151
U+6240.png,所,U+6240,25152
U+6241.png,扁,U+6241,25153
U+6243.png,扃,U+6243,25155
U+6247.png,扇,U+6247,25159
U+6248.png,扈,U+6248,25160
U+6249.png,扉,U+6249,25161
U+624B.png,手,U+624B,25163
U+624C.png,扌,U+624C,25164
U+624D.png,才,U+624D,25165
U+624E.png,扎,U+624E,25166
U+6251.png,扑,U+6251,25169
U+6252.png,扒,U+6252,25170
U+6253.png,打,U+6253,25171
U+6254.png,扔,U+6254,25172
U+6258.png,托,U+6258,25176
U+625B.png,扛,U+625B,25179
U+6263.png,扣,U+6263,25187
U+6266.png,扦,U+6266,25190
U+6267.png,执,U+6267,25191
U+6269.png,扩,U+6269,25193
U+626A.png,扪,U+626A,25194
U+626B.png,扫,U+626B,25195
U+626C.png,扬,U+626C,25196
U+626D.png,扭,U+626D,25197
U+626E.png,扮,U+626E,25198
U+626F.png,扯,U+626F,25199
U+6270.png,扰,U+6270,25200
U+6273.png,扳,U+6273,25203
U+6276.png,扶,U+6276,25206
U+6279.png,批,U+6279,25209
U+627C.png,扼,U+627C,25212
U+627E.png,找,U+627E,25214
U+627F.png,承,U+627F,25215
U+6280.png,技,U+6280,25216
U+6284.png,抄,U+6284,25220
U+6289.png,抉,U+6289,25225
U+628A.png,把,U+628A,25226
U+6291.png,抑,U+6291,25233
U+6292.png,抒,U+6292,25234
U+6293.png,抓,U+6293,25235
U+6295.png,投,U+6295,25237
U+6296.png,抖,U+6296,25238
U+6297.png,抗,U+6297,25239
U+6298.png,折,U+6298,25240
U+629A.png,抚,U+629A,25242
U+629B.png,抛,U+629B,25243
U+629F.png,抟,U+629F,25247
U+62A0.png,抠,U+62A0,25248
U+62A1.png,抡,U+62A1,25249
U+62A2.png,抢,U+62A2,25250
U+62A4.png,护,U+62A4,25252
U+62A5.png,报,U+62A5,25253
U+62A8.png,抨,U+62A8,25256
U+62AB.png,披,U+62AB,25259
U+62AC.png,抬,U+62AC,25260
U+62B1.png,抱,U+62B1,25265
U+62B5.png,抵,U+62B5,25269
U+62B9.png,抹,U+62B9,25273
U+62BB.png,抻,U+62BB,25275
U+62BC.png,押,U+62BC,25276
U+62BD.png,抽,U+62BD,25277
U+62BF.png,抿,U+62BF,25279
U+62C2.png,拂,U+62C2,25282
U+62C4.png,拄,U+62C4,25284
U+62C5.png,担,U+62C5,25285
U+62C6.png,拆,U+62C6,25286
U+62C7.png,拇,U+62C7,25287
U+62C8.png,拈,U+62C8,25288
U+62C9.png,拉,U+62C9,25289
U+62CA.png,拊,U+62CA,25290
U+62CC.png,拌,U+62CC,25292
U+62CD.png,拍,U+62CD,25293
U+62CE.png,拎,U+62CE,25294
U+62D0.png,拐,U+62D0,25296
U+62D2.png,拒,U+62D2,25298
U+62D3.png,拓,U+62D3,25299
U+62D4.png,拔,U+62D4,25300
U+62D6.png,拖,U+62D6,25302
U+62D7.png,拗,U+62D7,25303
U+62D8.png,拘,U+62D8,25304
U+62D9.png,拙,U+62D9,25305
U+62DA.png,拚,U+62DA,25306
U+62DB.png,招,U+62DB,25307
U+62DC.png,拜,U+62DC,25308
U+62DF.png,拟,U+62DF,25311
U+62E2.png,拢,U+62E2,25314
U+62E3.png,拣,U+62E3,25315
U+62E5.png,拥,U+62E5,25317
U+62E6.png,拦,U+62E6,25318
U+62E7.png,拧,U+62E7,25319
U+62E8.png,拨,U+62E8,25320
U+62E9.png,择,U+62E9,25321
U+62EC.png,括,U+62EC,25324
U+62ED.png,拭,U+62ED,25325
U+62EE.png,拮,U+62EE,25326
U+62EF.png,拯,U+62EF,25327
U+62F1.png,拱,U+62F1,25329
U+62F3.png,拳,U+62F3,25331
U+62F4.png,拴,U+62F4,25332
U+62F6.png,拶,U+62F6,25334
U+62F7.png,拷,U+62F7,25335
U+62FC.png,拼,U+62FC,25340
U+62FD.png,拽,U+62FD,25341
U+62FE.png,拾,U+62FE,25342
U+62FF.png,拿,U+62FF,25343
U+6301.png,持,U+6301,25345
U+6302.png,挂,U+6302,25346
U+6307.png,指,U+6307,25351
U+6308.png,挈,U+6308,25352
U+6309.png,按,U+6309,25353
U+630E.png,挎,U+630E,25358
U+6311.png,挑,U+6311,25361
U+6316.png,挖,U+6316,25366
U+631A.png,挚,U+631A,25370
U+631B.png,挛,U+631B,25371
U+631D.png,挝,U+631D,25373
U+631E.png,挞,U+631E,25374
U+631F.png,挟,U+631F,25375
U+6320.png,挠,U+6320,25376
U+6321.png,挡,U+6321,25377
U+6322.png,挢,U+6322,25378
U+6323.png,挣,U+6323,25379
U+6324.png,挤,U+6324,25380
U+6325.png,挥,U+6325,25381
U+6328.png,挨,U+6328,25384
U+632A.png,挪,U+632A,25386
U+632B.png,挫,U+632B,25387
U+632F.png,振,U+632F,25391
U+6332.png,挲,U+6332,25394
U+6339.png,挹,U+6339,25401
U+633A.png,挺,U+633A,25402
U+633D.png,挽,U+633D,25405
U+6342.png,捂,U+6342,25410
U+6343.png,捃,U+6343,25411
U+6345.png,捅,U+6345,25413
U+6346.png,捆,U+6346,25414
U+6349.png,捉,U+6349,25417
U+634B.png,捋,U+634B,25419
U+634C.png,捌,U+634C,25420
U+634D.png,捍,U+634D,25421
U+634E.png,捎,U+634E,25422
U+634F.png,捏,U+634F,25423
U+6350.png,捐,U+6350,25424
U+6355.png,捕,U+6355,25429
U+635E.png,捞,U+635E,25438
U+635F.png,损,U+635F,25439
U+6361.png,捡,U+6361,25441
U+6362.png,换,U+6362,25442
U+6363.png,捣,U+6363,25443
U+6367.png,捧,U+6367,25447
U+6369.png,捩,U+6369,25449
U+636D.png,捭,U+636D,25453
U+636E.png,据,U+636E,25454
U+6371.png,捱,U+6371,25457
U+6376.png,捶,U+6376,25462
U+6377.png,捷,U+6377,25463
U+637A.png,捺,U+637A,25466
U+637B.png,捻,U+637B,25467
U+6380.png,掀,U+6380,25472
U+6382.png,掂,U+6382,25474
U+6387.png,掇,U+6387,25479
U+6388.png,授,U+6388,25480
U+6389.png,掉,U+6389,25481
U+638A.png,掊,U+638A,25482
U+638C.png,掌,U+638C,25484
U+638E.png,掎,U+638E,25486
U+638F.png,掏,U+638F,25487
U+6390.png,掐,U+6390,25488
U+6392.png,排,U+6392,25490
U+6396.png,掖,U+6396,25494
U+6398.png,掘,U+6398,25496
U+63A0.png,掠,U+63A0,25504
U+63A2.png,探,U+63A2,25506
U+63A3.png,掣,U+63A3,25507
U+63A5.png,接,U+63A5,25509
U+63A7.png,控,U+63A7,25511
U+63A8.png,推,U+63A8,25512
U+63A9.png,掩,U+63A9,25513
U+63AA.png,措,U+63AA,25514
U+63AC.png,掬,U+63AC,25516
U+63AD.png,掭,U+63AD,25517
U+63AE.png,掮,U+63AE,25518
U+63B0.png,掰,U+63B0,25520
U+63B3.png,掳,U+63B3,25523
U+63B4.png,掴,U+63B4,25524
U+63B7.png,掷,U+63B7,25527
U+63B8.png,掸,U+63B8,25528
U+63BA.png,掺,U+63BA,25530
U+63BC.png,掼,U+63BC,25532
U+63BE.png,掾,U+63BE,25534
U+63C4.png,揄,U+63C4,25540
U+63C6.png,揆,U+63C6,25542
U+63C9.png,揉,U+63C9,25545
U+63CD.png,揍,U+63CD,25549
U+63CE.png,揎,U+63CE,25550
U+63CF.png,描,U+63CF,25551
U+63D0.png,提,U+63D0,25552
U+63D2.png,插,U+63D2,25554
U+63D6.png,揖,U+63D6,25558
U+63DE.png,揞,U+63DE,25566
U+63E0.png,揠,U+63E0,25568
U+63E1.png,握,U+63E1,25569
U+63E3.png,揣,U+63E3,25571
U+63E9.png,揩,U+63E9,25577
U+63EA.png,揪,U+63EA,25578
U+63ED.png,揭,U+63ED,25581
U+63F2.png,揲,U+63F2,25586
U+63F4.png,援,U+63F4,25588
U+63F6.png,揶,U+63F6,25590
U+63F8.png,揸,U+63F8,25592
U+63FD.png,揽,U+63FD,25597
U+63FF.png,揿,U+63FF,25599
U+6400.png,搀,U+6400,25600
U+6401.png,搁,U+6401,25601
U+6402.png,搂,U+6402,25602
U+6405.png,搅,U+6405,25605
U+640B.png,搋,U+640B,25611
U+640C.png,搌,U+640C,25612
U+640F.png,搏,U+640F,25615
U+6410.png,搐,U+6410,25616
U+6413.png,搓,U+6413,25619
U+6414.png,搔,U+6414,25620
U+641B.png,搛,U+641B,25627
U+641C.png,搜,U+641C,25628
U+641E.png,搞,U+641E,25630
U+6420.png,搠,U+6420,25632
U+6421.png,搡,U+6421,25633
U+6426.png,搦,U+6426,25638
U+642A.png,搪,U+642A,25642
U+642C.png,搬,U+642C,25644
U+642D.png,搭,U+642D,25645
U+6434.png,搴,U+6434,25652
U+643A.png,携,U+643A,25658
U+643D.png,搽,U+643D,25661
U+643F.png,搿,U+643F,25663
U+6441.png,摁,U+6441,25665
U+6444.png,摄,U+6444,25668
U+6445.png,摅,U+6445,25669
U+6446.png,摆,U+6446,25670
U+6447.png,摇,U+6447,25671
U+6448.png,摈,U+6448,25672
U+644A.png,摊,U+644A,25674
U+6452.png,摒,U+6452,25682
U+6454.png,摔,U+6454,25684
U+6458.png,摘,U+6458,25688
U+645E.png,摞,U+645E,25694
U+6467.png,摧,U+6467,25703
U+6469.png,摩,U+6469,25705
U+646D.png,摭,U+646D,25709
U+6478.png,摸,U+6478,25720
U+6479.png,摹,U+6479,25721
U+647A.png,摺,U+647A,25722
U+6482.png,撂,U+6482,25730
U+6484.png,撄,U+6484,25732
U+6485.png,撅,U+6485,25733
U+6487.png,撇,U+6487,25735
U+6491.png,撑,U+6491,25745
U+6492.png,撒,U+6492,25746
U+6495.png,撕,U+6495,25749
U+6496.png,撖,U+6496,25750
U+6499.png,撙,U+6499,25753
U+649E.png,撞,U+649E,25758
U+64A4.png,撤,U+64A4,25764
U+64A9.png,撩,U+64A9,25769
U+64AC.png,撬,U+64AC,25772
U+64AD.png,播,U+64AD,25773
U+64AE.png,撮,U+64AE,25774
U+64B0.png,撰,U+64B0,25776
U+64B5.png,撵,U+64B5,25781
U+64B7.png,撷,U+64B7,25783
U+64B8.png,撸,U+64B8,25784
U+64BA.png,撺,U+64BA,25786
U+64BC.png,撼,U+64BC,25788
U+64C0.png,擀,U+64C0,25792
U+64C2.png,擂,U+64C2,25794
U+64C5.png,擅,U+64C5,25797
U+64CD.png,操,U+64CD,25805
U+64CE.png,擎,U+64CE,25806
U+64D0.png,擐,U+64D0,25808
U+64D2.png,擒,U+64D2,25810
U+64D7.png,擗,U+64D7,25815
U+64D8.png,擘,U+64D8,25816
U+64DE.png,擞,U+64DE,25822
